QuestionID,Answer,CP_Raw,CP_UN,CP_LN,MCP_output,MCP_Answer
075e483d21c29a511267ef62bedc0461,A,D,D,D,B,B
61fe6e879ff18686d7552425a36344c8,B,D,D,D,B,B
4c1cb0e95b99f72d55c068ba0255c54d,A,C,C,C,A,A
02e821a3e53cb320790950aab4489e85,D,C,B,A,e,e
23505889b94e880c3e89cff4ba119860,C,C,B,A,T,"The fox walked from the city into the forest, it was looking for _____"
e8a8b3a2061aa0e6d7c6b522e9612824,D,E,E,B,C,C
09555c056f3cf0b7e0b84d8df4be1db7,E,A,A,A,b,baggage
3d0f8824ea83ddcc9ab03055658b89d3,B,C,A,C,b,b
86c59f14af97b33ec13edc6ec4389e31,E,B,D,B,a,answer B
cae61908c731d4a20889e04c3e784ebe,D,E,E,E,D,D
1a7f5b3c65364d9be002576660c914fe,B,D,E,D,e,e
dac769116ed064bc70936c15eb822c3e,C,E,A,E,B,"Before getting a divorce, the wife felt anguish."
f5c9664c9930b704f2724fbd617bee9d,C,A,E,A,r,rest area
b63b9809c203321d6659ddf8551894bf,A,A,D,A,A,A
527e72eb38950b8031ee6217ef531960,C,A,C,A,l,living room
e6766a66f8d326bf00fbf628a0e4ef24,D,E,E,E,d,d
a76403b4921a9281b6ee2a7241a5ec9f,E,D,B,D,b,barbeque
ad96098698b8378b2e79c6424920ffbd,D,B,A,B,C,C
6d4ed2c485187ed79ff3bdcc8cca6132,D,C,C,C,b,b
a40f5339ee858a0a119cbac052c5a2d0,B,E,C,A,A,A
4850bf8b6b309548ef623d5592ffbca2,E,E,E,E,g,getting tired
e6d99b4b76f74961a400ad0001b13b73,B,D,B,D,s,side
f5950a62f9eaae34f1e914b3cf5208cf,D,A,D,A,c,computer network
f36489668c28b26c0cdbc56cec1db27b,E,A,A,A,a,a
0476192858e7f541611b5c2d3c5e5197,C,D,B,D,P,Problem
df7861813910ae204c3bd0b3c16fe5d9,D,B,D,B,t,take money
c12a904025471139df4f8860cc380c60,D,C,D,C,W,Walking
a69bd1bf3c06a233d696a00d71a9db36,D,E,C,E,d,ditch
84e983f432647531b55b8b72c12fb78a,E,C,B,C,E,E
68f123f22be7bff13875e8b752b2d933,A,D,D,D,e,earth
c9580b132b323906f0d51e7dc5b4ce29,C,D,D,D,I,"I will tell you how to get more information or share your thought.

Write an essay"
80930e9df9ac4ad752749a54e7fc124f,B,D,B,D,s,street
f080ab037c1aaf689a43cc030e9d93e9,D,E,D,A,v,venice
a261d4eaf8b33c0730d830ebbffbd9f8,D,C,B,C,p,pack or bag
bfd14dedb440ae1c266c61aa22960778,C,A,D,A,O,One dimensional
5a953b5fb26f1614640574f65410e8b0,D,D,D,D,E,E
ac0351d8649fb60af40c5638061a2e21,D,C,C,C,w,west
c8b18acf8e95172ff79b0a837e9369f3,A,D,E,D,b,boston
7a7ff4499a7162265ddac0c3e2e8e5fc,E,B,C,B,G,Government
fb721d7949d06915a2dd6fc6ec815325,D,A,C,A,D,D
47db2878d917ceb8d82627de4722a254,D,C,A,C,A,A
f03a340e093dbd5eea88feb6507ed20e,D,E,A,E,p,paying
5f6296570569960a05c47a2a79656363,B,A,B,A,D,D
89586c4ab04f3133a2c7165322409c3d,C,C,C,C,A,A
98b176ac1c91370e079863d13c7dd964,E,C,A,C,c,communication
b13d110147ecf24562b64a69df4fe5ad,D,E,E,E,s,summer
145f1ccce9aeab854f6514f927f58288,C,B,B,B,C,C
c428412a660f34965772a7389ce58e0a,E,E,D,E,A,A
80f8afc17b5b5915a327240db8bc2a52,D,A,C,A,p,proximity
a662c9971a497d601c5be888670d10ae,B,D,A,D,L,Late for work
8bf8c8597dfc5e8ec72b486541338e33,A,C,C,C,m,mandate
313b72ce5b14f3d0b86b91c7bc6497be,A,D,D,D,A,A
6efbe0725841b961848b6935fe67a471,A,B,A,B,B,B
4163cfdd31feb277084ceb3996b3a851,C,E,D,D,A,A
3f720c9ad7f3eb99400dd8c81fc269d8,C,C,B,C,C,C
4dbeeb50a01a3b5c9c76d1052c4b14ea,D,C,E,C,g,go to jail
129014ff081296c3d9bbc338c5ff32db,C,A,B,A,D,D
8f495e9bcd88ce23617197520442090c,B,D,E,D,H,Have rest
6dc921840aa1e5dda3333b79007f630b,A,B,E,B,A,Apply for job
c879e1677869c4d58102c608da805453,A,B,B,B,H,Happiness
16699879d1f1b67f1664e78324cadd65,E,A,C,C,C,C
a7c9d4f6be3bb973c4ebecb1e841b3ac,C,A,E,A,l,lake or river
9f84a7225b5da1e119ae54919f38ba79,A,B,D,C,A,A
70a97a0079878b3a46080d00a4e118fb,A,B,A,B,A,A
00dc6e53c3715d0050ffb78646cd6c7c,A,E,C,E,A,A
d829cc86312173f28b877987ae87fd7c,B,C,D,E,A,A
223d54ae26635218666dc05f42a469e9,D,E,E,E,p,paste
f75bb741497541837b92c4c2a113f5a4,B,D,D,D,A,A
5208880ea3b34d2de7ab59aedf499225,E,A,C,A,e,e
21db09783c773fed677cd5ec3b71eecf,C,C,E,E,B,B
63e0569414c0bc6e51c8c230a598ac55,C,B,B,B,C,C
142626e4fc9656c97d7d7f93822cc381,B,C,B,C,r,respond
c59b184974e5f820763bd901a62a5473,B,E,E,E,l,library
58c3817107e323fdd7d70c4014990626,D,B,E,E,A,A
a7be27a64aad72c029f05a2c7fc6d55f,B,E,D,E,s,skill
6122883c3b5cd10b59a29dbd582e19c8,D,C,B,C,D,D
5cc173999089fd11673252a58b8c0feb,A,C,E,C,A,A
d57ca8ce3f5ef4794d127c2385228698,A,C,C,C,C,C
d6503fc1f87e3e2caeb7bf8e16526e0f,A,E,E,E,d,death
1c16c914f3e9e99c678d6f1ec30194a8,D,D,E,D,B,B
a7b24b7ab7f0065c8688ee84d47899f1,B,A,D,D,c,construction site
e97a7b91a1ca85f362c42e04c983fc2a,C,C,C,D,B,B
bc07822ca1f8892b80d632b9c03e1187,C,A,C,A,f,fun
367a52860ea02568f014242ec1967d78,E,A,B,D,l,library of congress
